"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Kazakhstan","KAZ","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2262230855515","4.79384451925864","3.91434391414251","3.69418233653103","3.05716279674348","3.05872968552872","2.19734151835868","2.66538643165392","","2.27894257064722","","","1.49563006806712","1.38032689098622","1.40966161656203","","","",
"Kazakhstan","KAZ","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7434124462717","29.5373665480427","34.3508730252999","45.0182461572487","38.9061662198391","39.3103275775955","41.1319994892516","45.3445056967306","36.7024167172522","39.3475120941125","35.031234357073","32.4208485111213","31.1501023757004","25.3655326374978","25.1866218369961","25.7628590206886","29.6359592796963","37.0432760474594","36.621292238513","29.6830186134106","27.6164278445233","31.6744563876922","34.1052524415335","31.8871588808308","32.8518650337816","12.2306790641929","10.6142664768233","18.7213779496398","21.687225776896","22.2850239651765","",
"Kazakhstan","KAZ","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","535100000","674400000","841900000","904300000","932500000","906520886.977044","1098041587.10549","1371517189.22551","1536770112.27989","1824216021.03631","2000677968.07864","2584436781.61647","3254074909.27374","3987950928.9625","3822535690.93674","3900254203.00252","4077887561.84705","5208349837.16718","5755923081.43201","6739432473.26961","5909424154.15379","5867451823.04475","6261266103.08993","7070485577.85645","7475974036.8578","5013199904.7087","5730216034.52418","7962061634.12441","10403178227.5452","11536645978.1163","",
"Kazakhstan","KAZ","Merchandise exports by the reporting economy (current US$)","TX.VAL.MRCH.WL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243518391.481383","1086086600.98896","3210300000","5231400000","5897138900","6483500000","5429136900","5211100000","7782745532","8195079274","9499076985","12295641299","19322083353","27294426940","38139781157","47660227137","71012053903","42897562102","56532839164","87706530134","92272840271","82359225690","79433467345","45953876623","36736656559","48348129951","60653909393","57676140887","41874386710","53068759299","76139804998","78735576338","","",
"Kazakhstan","KAZ","Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","TX.VAL.MRCH.R4.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.834359232359463","1.93650254943347","0.380026788773635","1.03414000076461","1.26010598122422","1.68890259890491","1.99845393473132","2.36802210665694","2.9144765824267","2.79457077037178","3.99554097307908","3.95562853675275","3.87581941511356","3.39456512143208","5.72784639745908","5.85075196344421","3.95423834781009","3.1679439982363","2.24980658818553","1.43673461152183","0.939683203045943","0.821972203269751","1.28458714708773","1.34397320179705","1.73349548829311","1.33522759753947","1.28085586860731","0.965312589291997","0.642483644866736","1.00505504565291","1.17828326723921","0.462676135672335","","",
"Kazakhstan","KAZ","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","TX.VAL.MRCH.OR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4430420519534","24.440446927212","6.3576612777622","8.13357800971059","11.2509016872572","11.6711652656744","10.929276806411","15.4055765577325","14.0505751023699","11.7910741884545","16.0646292098663","18.5762015047215","15.440074186083","13.6211112882958","16.2565835956876","18.5935391233593","16.2136381672994","18.5163723852495","21.2380570754099","20.6192541836625","19.6539190229085","19.0456515473343","15.6219857218421","14.9480641412567","16.5196621343409","16.878379774503","15.4422260456652","19.5006421962865","23.6652109501427","18.4398964310899","19.2427467464421","22.175991730911","","",
"Kazakhstan","KAZ","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1366611305836","19.7169188372026","22.8686871030394","25.9043654519138","20.7940340287217","2.20679925075601","20.2424203955837","17.7177876738248","14.153219045929","15.2290794239696","14.0126443093885","15.7778618856574","15.0922748301695","12.2115410251468","11.7030070174124","11.5473437580521","13.1836858542643","13.1924949381927","10.2213021546156","8.96795902235569","12.7083992552071","15.5906292955463","16.1720512068241","12.3470889684396","14.7750977836769","12.1957647364909","12.4082628140823","9.14600106668177","14.6008672804896","15.4598535578386","",
"Kazakhstan","KAZ","Fuel exports (% of merchandise exports)","TX.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.9891959336264","32.9430392621694","34.1560510401668","36.7043819848245","43.6437785324875","50.123791354162","56.0681629309164","58.2968412422144","61.2210355625118","64.2555866804038","70.1188445046683","68.714090971935","66.0104725340561","68.7221352878897","69.514157362947","71.6806270855298","72.0210784152868","69.8792646239037","76.2956655965256","76.3925592249518","67.7181648737463","60.7328771938903","63.3269144379605","70.0337201158019","66.2407564398188","65.3889791619589","65.6108725080086","68.0182146754446","58.9305033328289","56.7199106286709","",
"Kazakhstan","KAZ","Export volume index (2015 = 100)","TX.QTY.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.3382093947","47.0577963756","52.613672044","60.9674424454","73.56719534","68.2","76.1","85.2","101.7","85.2","94.6","104.6","109.9","109.7","110","100","90.1","99.6","107.2","111.3","113.8","90.6","94.1","102.8","","",
"Kazakhstan","KAZ","Transport services (% of commercial service imports)","TM.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3604021655066","38.4789399978455","34.8541444325863","36.2360280738238","36.1890961782286","17.5520887110522","15.8233247337047","13.4230581511982","15.3600255630909","17.288305131627","15.8244965247677","17.5313442749737","18.3095753655136","21.5498863498465","18.8801515545768","16.8555940306692","19.3515047133023","19.2105024819819","20.1688967529294","17.7370513653844","17.1144171313073","16.122282326259","17.3113352519808","17.6003650143598","21.9280967260889","26.1666875364622","25.6426981751617","28.2287245295033","28.271024591171","26.2044851621122","",
